number_of_reviews,minimum_nights,calculated_host_listings_count,room_type,price
0.2857142857142857,0.0,0.0,0.0,119
0.42857142857142855,0.8571428571428572,0.012422360248447204,0.0,42
0.8571428571428572,0.0,0.015527950310559004,0.0,99
0.5714285714285714,0.0,0.0,0.5,220
0.0,0.0,0.012422360248447204,0.0,100
0.8571428571428572,0.0,0.0031055900621118036,0.0,42
0.2857142857142857,0.14285714285714285,1.0,0.5,229
0.0,0.0,0.0,0.0,86
1.0,0.8571428571428572,0.13043478260869565,0.0,70
0.8571428571428572,0.0,0.006211180124223604,1.0,38
0.14285714285714285,0.0,0.006211180124223604,0.0,100
0.42857142857142855,0.0,0.012422360248447204,0.0,100
0.42857142857142855,0.0,0.0031055900621118036,0.0,99
0.2857142857142857,0.0,0.037267080745341616,0.5,120
0.7142857142857142,0.0,0.037267080745341616,0.0,139
0.2857142857142857,0.0,0.04658385093167701,0.0,129
0.0,0.0,0.0031055900621118036,0.0,45
0.8571428571428572,0.0,0.006211180124223604,0.0,140
0.0,0.0,0.015527950310559004,0.0,85
0.2857142857142857,0.2857142857142857,0.02484472049689441,0.5,129
0.0,0.2857142857142857,0.02173913043478261,1.0,30
0.5714285714285714,0.14285714285714285,1.0,0.5,241
0.0,0.14285714285714285,0.009316770186335404,0.0,39
0.5714285714285714,0.8571428571428572,0.02484472049689441,0.0,40
0.5714285714285714,0.5714285714285714,0.0,0.0,45
0.14285714285714285,0.0,0.0,0.0,295
0.14285714285714285,0.14285714285714285,0.009316770186335404,1.0,30
0.8571428571428572,0.2857142857142857,0.0,0.0,89
0.8571428571428572,0.14285714285714285,1.0,0.5,252
0.2857142857142857,0.0,0.0,0.0,49
0.5714285714285714,0.5714285714285714,0.0,0.0,85
0.14285714285714285,0.0,0.0,0.0,65
0.8571428571428572,0.0,0.0,0.0,45
0.7142857142857142,0.0,0.02484472049689441,0.5,115
0.5714285714285714,0.8571428571428572,0.13043478260869565,0.0,156
0.2857142857142857,0.14285714285714285,0.0031055900621118036,0.5,69
0.5714285714285714,0.8571428571428572,0.13043478260869565,0.0,99
0.2857142857142857,0.0,0.0031055900621118036,0.0,38
0.5714285714285714,0.0,0.006211180124223604,0.0,120
0.8571428571428572,0.0,0.006211180124223604,1.0,45
0.14285714285714285,0.42857142857142855,0.0031055900621118036,0.0,105
